지휘관,싱크로,보스,속성,덱,니케1,니케2,니케3,니케4,니케5,딜량,비고
IVYSARE,762,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,43861098882,
홍삼맛캔디,621,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,22447026969,
홍삼맛캔디,621,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,23181048148,
홍삼맛캔디,621,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,27259545851,
홍삼맛캔디,621,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,30620337055,
홍삼맛캔디,621,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,29868908590,
홍삼맛캔디,621,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,29123686113,
홍삼맛캔디,621,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,31353707920,
홍삼맛캔디,621,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,25908128323,
홍삼맛캔디,621,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,25254425384,
홍삼맛캔디,621,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,29938192060,
홍삼맛캔디,621,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,21991840519,
홍삼맛캔디,621,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,22873045624,
홍삼맛캔디,621,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,27694057190,
홍삼맛캔디,621,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,28495037186,
홍삼맛캔디,621,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,23850725049,
홍삼맛캔디,621,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,25838765595,
홍삼맛캔디,621,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,21118200144,
홍삼맛캔디,621,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,20304443028,
홍삼맛캔디,621,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,33413502366,
홍삼맛캔디,621,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,25034273416,
홍삼맛캔디,621,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,25540484691,
홍삼맛캔디,621,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,23009658988,
홍삼맛캔디,621,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,23576735608,
홍삼맛캔디,621,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,21536657289,
홍삼맛캔디,621,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,24405129715,
홍삼맛캔디,621,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,21876197270,
아라루,751,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,31873879076,
아라루,751,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,31157878231,
아라루,751,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,36079602235,
아라루,751,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,45873961422,
아라루,751,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,47167575172,
아라루,751,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,40536362910,
아라루,751,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,48347695229,
아라루,751,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,42421701523,
아라루,751,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,41643929633,
아라루,751,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,49044117590,
아라루,751,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,33028118581,
아라루,751,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,35583418079,
아라루,751,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,45074514322,
아라루,751,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,44507255850,
아라루,751,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,38011517819,
아라루,751,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,36649192444,
아라루,751,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,30183119294,
아라루,751,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,28898467917,
아라루,751,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,46512888802,
아라루,751,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,35004079929,
아라루,751,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,39724755238,
아라루,751,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,41645941557,
아라루,751,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,41550645979,
아라루,751,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,38009627858,
아라루,751,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,41960436960,
아라루,751,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,39737168155,
닉스,701,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,31989324281,
닉스,701,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,33474181032,
닉스,701,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,39384035032,
닉스,701,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,40969952158,
닉스,701,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,42420107224,
닉스,701,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,41494302743,
닉스,701,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,47612877398,
닉스,701,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,36064131231,
닉스,701,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,35816639249,
닉스,701,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,42742554762,
닉스,701,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,30213177475,
닉스,701,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,31909363939,
닉스,701,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,39394076298,
닉스,701,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,41279327465,
닉스,701,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,34545830424,
닉스,701,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,33967250100,
닉스,701,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,28082809466,
닉스,701,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,25924025238,
닉스,701,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,54593377464,
닉스,701,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,40536476833,
닉스,701,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,41411983263,
닉스,701,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,36796733267,
닉스,701,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,37783939900,
닉스,701,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,33636151097,
닉스,701,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,37630585692,
닉스,701,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,33047324181,
망고빙수,765,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,39722108096,
망고빙수,765,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,41761551047,
망고빙수,765,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,50261155806,
망고빙수,765,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,53656699703,
망고빙수,765,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,53866864567,
망고빙수,765,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,52306599203,
망고빙수,765,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,64791429595,
망고빙수,765,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,47527298170,
망고빙수,765,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,47336731001,
망고빙수,765,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,57106545701,
망고빙수,765,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,40263563200,
망고빙수,765,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,42224895114,
망고빙수,765,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,54160852271,
망고빙수,765,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,57729554789,
망고빙수,765,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,47418840465,
망고빙수,765,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,47573300838,
망고빙수,765,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,39165530122,
망고빙수,765,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,36626669227,
망고빙수,765,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,61560891078,
망고빙수,765,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,43812393396,
망고빙수,765,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,46135218873,
망고빙수,765,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,51035700599,
망고빙수,765,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,49256133313,
망고빙수,765,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,44698978122,
망고빙수,765,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,48884355376,
망고빙수,765,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,48298004731,
고세구,711,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,28056354586,
고세구,711,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,28460222738,
고세구,711,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,33684873326,
고세구,711,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,35885115787,
고세구,711,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,37157788156,
고세구,711,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,36391881634,
고세구,711,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,44525143878,
고세구,711,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,35206672605,
고세구,711,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,36075043277,
고세구,711,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,42504838518,
고세구,711,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,29255975419,
고세구,711,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,30754735327,
고세구,711,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,38041252701,
고세구,711,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,40431356868,
고세구,711,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,34147597902,
고세구,711,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,34712851220,
고세구,711,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,28592959618,
고세구,711,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,26877100959,
고세구,711,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,42443754796,
고세구,711,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,30971298501,
고세구,711,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,33390628148,
고세구,711,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,36852802319,
고세구,711,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,37252701450,
고세구,711,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,33047369297,
고세구,711,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,36618107903,
고세구,711,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,36388017789,
반청,635,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,,미보유: 민트
반청,635,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,,미보유: 민트
반청,635,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,,미보유: 민트
반청,635,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,32504287943,
반청,635,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,33770531315,
반청,635,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,30428541610,
반청,635,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,36665730877,
반청,635,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,25116547278,
반청,635,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,25573095747,
반청,635,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,29917889707,
반청,635,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,,미보유: 민트
반청,635,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,23502114219,
반청,635,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,26662425443,
반청,635,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,29833040689,
반청,635,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,25344318270,
반청,635,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,,미보유: 브리드 : 사일런트 트랙 · 디젤 : 윈터 스위츠
반청,635,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,,미보유: 브리드 : 사일런트 트랙 · 디젤 : 윈터 스위츠
반청,635,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,,미보유: 브리드 : 사일런트 트랙 · 디젤 : 윈터 스위츠
반청,635,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,,미보유: 민트
반청,635,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,,미보유: 민트
반청,635,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,27250998202,
반청,635,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,24391679384,
반청,635,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,24505087858,
반청,635,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,21645213811,
반청,635,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,23672143987,
반청,635,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,21605754145,
아돈노후유아,801,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,44038345159,
아돈노후유아,801,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,44479994943,
아돈노후유아,801,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,52742346399,
아돈노후유아,801,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,61037287863,
아돈노후유아,801,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,61370538016,
아돈노후유아,801,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,59717431631,
아돈노후유아,801,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,72494883197,
아돈노후유아,801,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,57964234991,
아돈노후유아,801,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,56745538844,
아돈노후유아,801,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,67559161796,
아돈노후유아,801,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,47492205844,
아돈노후유아,801,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,49662569562,
아돈노후유아,801,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,62182802802,
아돈노후유아,801,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,66806664505,
아돈노후유아,801,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,55664627408,
아돈노후유아,801,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,49352337639,
아돈노후유아,801,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,40621707764,
아돈노후유아,801,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,37705424916,
아돈노후유아,801,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,71031181086,
아돈노후유아,801,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,52421367995,
아돈노후유아,801,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,56045885514,
아돈노후유아,801,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,58454273952,
아돈노후유아,801,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,58467169626,
아돈노후유아,801,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,50521363006,
아돈노후유아,801,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,56439541821,
아돈노후유아,801,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,50260405740,
미레온,586,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,16951223717,
미레온,586,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,16736977326,
미레온,586,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,20132023959,
미레온,586,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,23734099312,
미레온,586,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,21138860015,
미레온,586,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,22512803929,
미레온,586,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,25889315110,
미레온,586,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,23461892643,
미레온,586,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,22978904069,
미레온,586,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,27410448426,
미레온,586,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,18340016931,
미레온,586,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,20027867346,
미레온,586,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,25609738975,
미레온,586,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,25979737539,
미레온,586,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,21784240885,
미레온,586,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,20548353775,
미레온,586,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,16760206038,
미레온,586,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,15990954991,
미레온,586,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,25770374059,
미레온,586,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,17950764482,
미레온,586,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,21005007245,
미레온,586,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,18273068648,
